Invoice Number,Customer ID,Ship To ID,Salesperson ID,Order Number,Customer PO Number,Order Date,Requested Ship Date,Promised Ship Date,Actual Ship Date,Invoice Date,Invoice Discount %
815760,101154,210197,401004,3357001,1903432,9/4/2013,9/21/2013,11/3/2013,11/3/2013,11/3/2013,0
815998,101159,210204,401061,3358010,1903999,2/7/2014,2/8/2014,2/17/2014,2/17/2014,2/17/2014,0
816247,101034,230646,401032,3359006,1904555,12/25/2013,1/23/2014,2/9/2014,2/9/2014,2/9/2014,0.15
816492,101192,210251,401031,3360004,1905131,8/9/2013,8/21/2013,9/3/2013,9/3/2013,9/3/2013,0.15
816740,101194,210254,401016,3361004,1905693,2/14/2014,3/7/2014,3/24/2014,3/24/2014,3/24/2014,0
816976,101002,220273,401036,3362010,1906265,5/28/2013,6/18/2013,7/21/2013,7/21/2013,7/21/2013,0
817221,101031,230585,401035,3363003,1906824,4/30/2014,5/20/2014,6/21/2014,6/21/2014,6/21/2014,0
817458,101035,220360,401063,3364001,1907389,1/13/2014,1/28/2014,3/3/2014,3/3/2014,3/3/2014,0
817948,101178,210231,401016,3366006,1908534,6/5/2013,6/20/2013,7/31/2013,7/31/2013,8/2/2013,0
818184,101085,230774,401044,3367003,1909094,4/4/2013,4/6/2013,4/19/2013,4/19/2013,4/19/2013,0
818444,101115,210141,401049,3368004,1909665,5/19/2014,6/9/2014,7/9/2014,7/9/2014,7/9/2014,0
818679,101085,230810,401044,3369004,1910230,9/6/2014,9/19/2014,10/5/2014,10/5/2014,10/5/2014,0.15
818923,101152,210195,401034,3370007,1910792,6/18/2013,7/2/2013,7/24/2013,7/24/2013,7/24/2013,0
819154,101086,220470,401021,3371001,1911365,4/11/2014,5/10/2014,5/12/2014,5/12/2014,5/12/2014,0
819405,101031,230561,401035,3372004,1911926,1/28/2014,2/9/2014,3/13/2014,3/22/2014,3/22/2014,0
819887,101031,230587,401035,3374008,1913066,3/16/2014,4/9/2014,5/17/2014,5/17/2014,5/17/2014,0
820142,101085,230791,401044,3375010,1913638,9/18/2014,9/30/2014,11/3/2014,11/3/2014,11/6/2014,0.15
820380,101085,230772,401044,3376004,1914205,2/21/2013,3/3/2013,3/14/2013,3/14/2013,3/14/2013,0
820626,101080,210098,401007,3377006,1914762,3/24/2014,4/8/2014,5/22/2014,5/22/2014,5/22/2014,0
820863,101082,220454,401030,3378002,1915335,2/18/2013,3/9/2013,4/6/2013,4/6/2013,4/6/2013,0.15
821099,101034,230643,401032,3379009,1915904,10/16/2014,10/19/2014,11/22/2014,11/22/2014,11/22/2014,0
821358,101086,220463,401021,3380003,1916470,5/9/2014,5/21/2014,5/25/2014,5/25/2014,5/25/2014,0
821829,101073,230746,401020,3382008,1917601,3/7/2014,3/18/2014,4/13/2014,4/13/2014,4/13/2014,0
822813,101031,230540,401035,3386009,1919864,5/15/2014,5/18/2014,5/18/2014,5/18/2014,5/18/2014,0
823050,101004,220290,401030,3387006,1920434,12/30/2012,1/19/2013,2/14/2013,2/14/2013,2/14/2013,0
823297,101002,220267,401036,3388001,1921005,6/5/2014,6/16/2014,7/17/2014,7/17/2014,7/17/2014,0
823545,101083,210102,401055,3389008,1921570,4/27/2014,5/19/2014,5/29/2014,5/29/2014,5/30/2014,0
823790,101096,220506,401027,3390007,1922141,10/15/2014,10/29/2014,11/21/2014,11/29/2014,11/29/2014,0
824018,101034,230599,401032,3391003,1922698,12/13/2012,1/4/2013,1/23/2013,1/23/2013,1/24/2013,0
824265,101102,210123,401028,3392009,1923275,2/19/2014,2/22/2014,4/2/2014,4/2/2014,4/2/2014,0
824514,101100,210118,401034,3393006,1923833,2/24/2013,2/24/2013,3/9/2013,3/9/2013,3/9/2013,0.15
824760,101086,220478,401021,3394002,1924408,9/7/2014,10/4/2014,10/4/2014,10/4/2014,10/4/2014,0.15
824990,101031,230569,401035,3395008,1924971,10/7/2013,10/26/2013,11/12/2013,11/12/2013,11/12/2013,0.15
825239,101070,220430,401057,3396007,1925534,8/5/2013,8/9/2013,9/18/2013,9/18/2013,9/18/2013,0
825485,101096,220517,401027,3397002,1926104,8/17/2013,8/20/2013,8/21/2013,8/21/2013,8/21/2013,0
825730,101095,210113,401004,3398007,1926678,8/22/2013,8/27/2013,9/24/2013,9/24/2013,9/24/2013,0
825958,101069,230685,401023,3399003,1927235,8/11/2013,8/11/2013,8/29/2013,8/29/2013,8/29/2013,0
826203,101085,230785,401044,3400005,1927812,7/24/2013,8/4/2013,9/11/2013,9/11/2013,9/11/2013,0
826445,101004,220293,401030,3401007,1928374,3/21/2014,4/5/2014,5/12/2014,5/12/2014,5/12/2014,0
827186,101069,230693,401023,3404004,1930072,11/30/2013,12/3/2013,12/23/2013,12/23/2013,12/23/2013,0
827425,101085,230763,401044,3405004,1930642,3/9/2014,4/3/2014,5/6/2014,5/6/2014,5/6/2014,0.15
827677,101069,230699,401023,3406005,1931208,1/7/2013,1/14/2013,1/31/2013,1/31/2013,1/31/2013,0
827912,101070,220432,401057,3407002,1931771,10/11/2013,11/1/2013,12/10/2013,12/10/2013,12/10/2013,0.15
828156,101031,230576,401035,3408002,1932345,2/17/2014,3/13/2014,4/12/2014,4/12/2014,4/12/2014,0
828398,101039,210046,401007,3409009,1932905,4/7/2013,4/15/2013,5/11/2013,5/11/2013,5/11/2013,0.15
828650,101085,230799,401044,3410009,1933474,11/21/2014,11/27/2014,12/8/2014,12/8/2014,12/12/2014,0
828881,101189,210247,401019,3411008,1934049,4/2/2014,4/11/2014,5/12/2014,5/12/2014,5/12/2014,0.15
829123,101002,220266,401036,3412002,1934606,12/19/2012,1/10/2013,1/13/2013,1/13/2013,1/13/2013,0
829376,101034,230638,401032,3413009,1935183,11/4/2014,11/8/2014,12/14/2014,12/14/2014,12/14/2014,0.13
829616,101095,210113,401004,3414005,1935750,11/6/2014,12/3/2014,12/19/2014,12/19/2014,12/19/2014,0
830107,101090,230818,401059,3416004,1936877,9/27/2014,10/7/2014,10/31/2014,10/31/2014,10/31/2014,0
830335,101033,220342,401021,3417010,1937443,2/21/2013,3/4/2013,3/29/2013,3/29/2013,3/31/2013,0.15
830593,101065,220422,401051,3418010,1938013,12/5/2012,1/1/2013,1/12/2013,1/12/2013,1/12/2013,0
830823,101090,230839,401059,3419004,1938576,12/21/2013,12/26/2013,1/13/2014,1/13/2014,1/13/2014,0
831064,101069,230674,401023,3420002,1939142,10/27/2013,11/7/2013,11/14/2013,11/14/2013,11/18/2013,0.15
831319,101093,220495,401045,3421005,1939709,2/23/2013,2/28/2013,3/19/2013,3/19/2013,3/19/2013,0
831556,101086,220466,401021,3422009,1940276,12/17/2013,1/9/2014,2/10/2014,2/10/2014,2/10/2014,0.1
831793,101138,210175,401004,3423005,1940853,7/12/2013,7/24/2013,8/21/2013,8/21/2013,8/21/2013,0
832048,101120,210146,401022,3424001,1941414,9/18/2014,10/10/2014,10/29/2014,10/29/2014,10/29/2014,0.07
832284,101066,210082,401049,3425001,1941979,2/3/2013,2/14/2013,3/23/2013,3/23/2013,3/23/2013,0.15
832523,101199,210262,401049,3426009,1942544,9/9/2014,9/19/2014,11/2/2014,11/2/2014,11/2/2014,0
832771,101073,230721,401020,3427009,1943110,12/4/2013,12/25/2013,1/2/2014,1/2/2014,1/2/2014,0
833024,101034,230639,401032,3428007,1943677,7/16/2013,7/18/2013,8/5/2013,8/5/2013,8/9/2013,0
833254,101030,220329,401021,3429007,1944249,7/10/2014,7/11/2014,7/30/2014,7/30/2014,8/1/2014,0
833505,101169,210220,401013,3430001,1944817,2/17/2014,2/27/2014,3/9/2014,3/9/2014,3/9/2014,0
833743,101002,220268,401036,3431001,1945381,3/6/2013,3/27/2013,3/31/2013,3/31/2013,3/31/2013,0.06
833994,101062,210079,401019,3432008,1945947,1/10/2014,1/21/2014,2/9/2014,2/9/2014,2/9/2014,0.02
834474,101098,220538,401057,3434010,1947082,11/2/2014,11/17/2014,12/27/2014,12/27/2014,12/27/2014,0
834714,101085,230811,401044,3435009,1947657,11/29/2014,12/20/2014,12/31/2014,12/31/2014,12/31/2014,0
835440,101073,230734,401020,3438004,1949355,6/1/2014,6/11/2014,7/4/2014,7/4/2014,7/4/2014,0
835680,101085,230782,401044,3439004,1949921,2/22/2013,3/11/2013,3/26/2013,3/26/2013,3/26/2013,0
835929,101150,210192,401004,3440008,1950493,6/25/2014,7/2/2014,7/14/2014,7/14/2014,7/14/2014,0.14
836173,101090,230848,401059,3441009,1951052,8/27/2013,9/20/2013,10/1/2013,10/1/2013,10/1/2013,0
836414,101090,230822,401059,3442001,1951622,11/21/2014,11/30/2014,12/31/2014,12/31/2014,12/31/2014,0
836661,101032,210041,401055,3443001,1952190,10/14/2014,10/30/2014,11/3/2014,11/3/2014,11/3/2014,0
836906,101069,230661,401023,3444007,1952755,5/28/2013,6/6/2013,6/8/2013,6/8/2013,6/8/2013,0
837150,101073,230740,401020,3445009,1953326,3/22/2013,4/5/2013,4/17/2013,4/17/2013,4/20/2013,0
837398,101096,220508,401027,3446008,1953893,10/2/2013,10/24/2013,12/3/2013,12/3/2013,12/3/2013,0
837636,101033,220349,401021,3447004,1954452,3/16/2013,4/13/2013,4/17/2013,4/17/2013,4/17/2013,0
837879,101184,210238,401046,3448009,1955026,2/28/2013,3/6/2013,3/30/2013,3/30/2013,3/30/2013,0.15
838115,101031,230540,401035,3449001,1955594,7/8/2013,7/13/2013,8/1/2013,8/1/2013,8/1/2013,0
838355,101004,220296,401030,3450005,1956155,11/4/2013,11/13/2013,12/11/2013,12/11/2013,12/12/2013,0
838599,101043,210052,401061,3451007,1956724,2/20/2014,2/23/2014,3/8/2014,3/8/2014,3/8/2014,0
838837,101073,230733,401020,3452002,1957287,7/30/2014,8/2/2014,8/20/2014,8/20/2014,8/22/2014,0.01
839328,101034,230640,401032,3454003,1958429,5/2/2013,5/3/2013,5/15/2013,5/15/2013,5/15/2013,0
839572,101034,230602,401032,3455001,1958993,7/7/2014,8/5/2014,8/23/2014,8/23/2014,8/23/2014,0.15
839826,101069,230670,401023,3456002,1959556,6/25/2013,6/25/2013,7/7/2013,7/7/2013,7/7/2013,0
840059,101073,230714,401020,3457007,1960128,5/29/2013,6/5/2013,7/15/2013,7/15/2013,7/15/2013,0
840797,101134,210170,401028,3460008,1961824,12/12/2012,1/1/2013,1/12/2013,1/12/2013,1/12/2013,0
841033,101077,210095,401013,3461009,1962394,8/31/2014,9/5/2014,10/3/2014,10/3/2014,10/3/2014,0.15
841283,101090,230842,401059,3462006,1962964,4/5/2014,4/22/2014,5/31/2014,5/31/2014,5/31/2014,0.15
841521,101069,230656,401023,3463003,1963524,7/10/2013,7/29/2013,8/27/2013,8/27/2013,8/27/2013,0
841763,101073,230729,401020,3464007,1964098,3/28/2013,4/18/2013,5/6/2013,5/6/2013,5/6/2013,0
842010,101086,220476,401021,3465008,1964659,7/22/2014,7/22/2014,8/11/2014,8/11/2014,8/11/2014,0.15
842247,101090,230872,401059,3466002,1965226,4/11/2013,5/3/2013,5/16/2013,5/16/2013,5/16/2013,0
842487,101094,210112,401049,3467009,1965799,6/19/2013,6/30/2013,7/27/2013,7/27/2013,7/27/2013,0.15
842737,101030,220333,401021,3468001,1966359,3/9/2013,3/29/2013,4/4/2013,4/5/2013,4/5/2013,0
842978,101199,210261,401049,3469004,1966930,8/12/2013,8/23/2013,9/4/2013,9/4/2013,9/4/2013,0
843219,101069,230699,401023,3470003,1967499,7/30/2014,8/8/2014,8/13/2014,8/13/2014,8/15/2014,0
843456,101030,220332,401021,3471008,1968068,12/11/2013,1/2/2014,2/12/2014,2/12/2014,2/12/2014,0
843703,101086,220482,401021,3472004,1968634,3/19/2013,3/25/2013,3/31/2013,3/31/2013,3/31/2013,0
843943,101018,210026,401034,3473003,1969194,12/26/2012,1/8/2013,2/19/2013,2/19/2013,2/19/2013,0
844187,101031,230578,401035,3474002,1969761,3/1/2014,3/12/2014,4/23/2014,4/23/2014,4/23/2014,0.15
844674,101004,220296,401030,3476001,1970895,7/28/2013,8/14/2013,8/22/2013,8/22/2013,8/22/2013,0
845157,101160,210205,401022,3478008,1972032,11/1/2013,11/10/2013,11/26/2013,11/26/2013,11/29/2013,0
845649,101113,210138,401043,3480003,1973167,8/25/2014,9/16/2014,10/21/2014,10/21/2014,10/21/2014,0.15
845899,101186,210243,401034,3481003,1973730,9/20/2013,9/26/2013,10/26/2013,10/26/2013,10/26/2013,0
846137,101167,210216,401010,3482008,1974306,12/23/2013,1/6/2014,2/1/2014,2/10/2014,2/10/2014,0
846377,101160,210205,401022,3483005,1974869,5/4/2013,6/2/2013,6/5/2013,6/14/2013,6/14/2013,0
846613,101033,220344,401021,3484010,1975437,10/23/2013,11/7/2013,11/27/2013,11/27/2013,11/27/2013,0.15
846864,101035,220356,401063,3485007,1975999,5/31/2014,6/28/2014,7/14/2014,7/14/2014,7/14/2014,0
847103,101002,220275,401036,3486003,1976563,3/9/2014,4/7/2014,5/10/2014,5/10/2014,5/10/2014,0
847586,101183,210237,401034,3488001,1977699,11/15/2013,11/16/2013,12/26/2013,12/26/2013,12/26/2013,0.15
847829,101034,230632,401032,3489005,1978271,12/21/2013,12/25/2013,1/27/2014,1/27/2014,1/27/2014,0
848567,101070,220435,401057,3492005,1979966,7/23/2014,7/27/2014,8/19/2014,8/19/2014,8/23/2014,0
848817,101073,230747,401020,3493003,1980534,7/29/2013,8/1/2013,8/1/2013,8/1/2013,8/1/2013,0
849057,101031,230544,401035,3494010,1981102,1/28/2014,2/6/2014,3/20/2014,3/20/2014,3/24/2014,0
849301,101031,230560,401035,3495010,1981667,5/10/2014,5/27/2014,5/30/2014,5/30/2014,5/30/2014,0
849542,101034,230602,401032,3496009,1982241,1/25/2014,2/19/2014,2/19/2014,2/19/2014,2/19/2014,0
849772,101098,220529,401057,3497008,1982800,11/11/2014,11/30/2014,11/30/2014,11/30/2014,11/30/2014,0
850023,101093,220496,401045,3498008,1983375,2/15/2014,3/13/2014,4/23/2014,4/23/2014,4/23/2014,0.02
850267,101155,210199,401049,3499009,1983936,12/5/2013,12/17/2013,12/22/2013,12/22/2013,12/22/2013,0
850501,101029,210040,401055,3500010,1984510,7/4/2013,7/31/2013,9/5/2013,9/5/2013,9/5/2013,0
850755,101069,230657,401023,3501007,1985069,7/4/2014,7/18/2014,8/24/2014,8/24/2014,8/24/2014,0
851003,101198,210260,401007,3502009,1985635,2/2/2013,2/18/2013,3/15/2013,3/15/2013,3/15/2013,0
851240,101073,230720,401020,3503009,1986203,8/11/2013,8/28/2013,9/3/2013,9/3/2013,9/3/2013,0.15
851478,101090,230859,401059,3504008,1986776,1/1/2013,1/8/2013,2/10/2013,2/10/2013,2/10/2013,0.15
851730,101069,230686,401023,3505004,1987339,10/25/2014,11/20/2014,12/15/2014,12/20/2014,12/20/2014,0.15
851978,101073,230733,401020,3506003,1987904,8/27/2014,9/14/2014,10/9/2014,10/9/2014,10/9/2014,0
852221,101075,210092,401046,3507010,1988474,9/10/2013,9/30/2013,10/1/2013,10/1/2013,10/1/2013,0
852451,101082,220457,401030,3508001,1989048,10/26/2014,11/2/2014,12/6/2014,12/6/2014,12/6/2014,0.15
852696,101073,230734,401020,3509005,1989614,8/1/2013,8/19/2013,8/20/2013,8/20/2013,8/20/2013,0
852942,101030,220324,401021,3510001,1990172,8/22/2014,8/31/2014,9/18/2014,9/18/2014,9/18/2014,0
853175,101030,220319,401021,3511007,1990740,8/4/2014,8/17/2014,9/26/2014,9/26/2014,9/26/2014,0
853667,101096,220519,401027,3513007,1991873,6/24/2014,7/2/2014,8/14/2014,8/14/2014,8/14/2014,0.15
853906,101085,230782,401044,3514010,1992444,12/26/2013,1/4/2014,2/16/2014,2/16/2014,2/16/2014,0
854161,101004,220292,401030,3515009,1993014,5/1/2013,5/20/2013,5/24/2013,5/24/2013,5/24/2013,0.15
854635,101134,210170,401028,3517009,1994146,1/4/2013,1/17/2013,2/8/2013,2/8/2013,2/8/2013,0
854884,101050,210060,401028,3518001,1994708,3/16/2014,4/11/2014,4/22/2014,4/22/2014,4/22/2014,0.15
855135,101031,230561,401035,3519002,1995279,4/13/2013,5/4/2013,5/26/2013,5/26/2013,5/26/2013,0
855361,101031,230568,401035,3520004,1995851,2/18/2014,3/14/2014,4/13/2014,4/13/2014,4/15/2014,0
856108,101070,220439,401057,3523006,1997548,11/23/2014,12/4/2014,12/31/2014,12/31/2014,12/31/2014,0.12
856347,101033,220343,401021,3524006,1998113,10/1/2014,10/11/2014,10/26/2014,10/26/2014,10/26/2014,0
856829,101069,230702,401023,3526004,1999252,1/30/2014,2/3/2014,2/16/2014,2/16/2014,2/16/2014,0
857305,101035,220354,401063,3528002,2000378,11/18/2014,12/16/2014,12/31/2014,12/31/2014,12/31/2014,0
857560,101085,230790,401044,3529001,2000953,2/18/2014,2/26/2014,3/11/2014,3/11/2014,3/12/2014,0
857796,101031,230541,401035,3530010,2001513,10/25/2013,11/6/2013,12/3/2013,12/3/2013,12/3/2013,0
858047,101076,210094,401058,3531010,2002079,10/19/2013,10/27/2013,12/10/2013,12/10/2013,12/10/2013,0
858526,101154,210198,401004,3533001,2003222,4/6/2013,4/23/2013,5/21/2013,5/21/2013,5/21/2013,0
858774,101013,210017,401049,3534004,2003786,7/23/2013,8/17/2013,9/21/2013,9/21/2013,9/23/2013,0
859254,101090,230863,401059,3536005,2004925,7/30/2013,8/19/2013,9/1/2013,9/1/2013,9/1/2013,0
859494,101009,210011,401004,3537010,2005487,9/30/2014,10/4/2014,11/4/2014,11/4/2014,11/4/2014,0
859739,101070,220444,401057,3538009,2006051,12/24/2013,1/2/2014,1/11/2014,1/11/2014,1/11/2014,0
859989,101025,220306,401003,3539003,2006618,10/10/2014,10/10/2014,10/17/2014,10/17/2014,10/17/2014,0
860237,101090,230820,401059,3540002,2007186,11/3/2014,11/7/2014,11/10/2014,11/10/2014,11/10/2014,0
860968,101073,230742,401020,3543007,2008892,3/27/2013,4/17/2013,5/17/2013,5/17/2013,5/17/2013,0
861200,101030,220334,401021,3544001,2009455,7/22/2013,8/7/2013,9/5/2013,9/5/2013,9/5/2013,0
861697,101169,210220,401013,3546001,2010583,11/29/2013,12/2/2013,12/28/2013,12/28/2013,12/28/2013,0
862169,101034,230606,401032,3548003,2011719,12/15/2013,1/8/2014,2/7/2014,2/7/2014,2/8/2014,0
862665,101010,210013,401004,3550008,2012855,4/14/2013,4/22/2013,4/30/2013,4/30/2013,4/30/2013,0
863145,101034,230621,401032,3552009,2013990,11/26/2014,12/17/2014,12/31/2014,12/31/2014,12/31/2014,0
863399,101073,230712,401020,3553010,2014563,8/23/2013,9/17/2013,10/21/2013,10/21/2013,10/21/2013,0
863623,101093,220499,401045,3554007,2015124,2/10/2013,2/23/2013,3/11/2013,3/11/2013,3/11/2013,0
863875,101069,230700,401023,3555006,2015689,8/28/2014,9/10/2014,10/16/2014,10/16/2014,10/16/2014,0
864598,101073,230752,401020,3558009,2017397,12/10/2012,1/1/2013,1/27/2013,1/27/2013,1/27/2013,0
864845,101069,230695,401023,3559002,2017958,9/3/2014,9/6/2014,9/12/2014,9/12/2014,9/12/2014,0.15
865083,101073,230726,401020,3560006,2018527,10/12/2013,10/15/2013,11/10/2013,11/10/2013,11/10/2013,0
865324,101035,220361,401063,3561001,2019099,4/28/2013,5/21/2013,6/18/2013,6/18/2013,6/18/2013,0
865569,101086,220471,401021,3562010,2019656,3/17/2013,3/24/2013,4/8/2013,4/8/2013,4/8/2013,0
865822,101038,220374,401048,3563004,2020232,7/9/2014,7/23/2014,8/21/2014,8/21/2014,8/21/2014,0
866072,101034,230612,401032,3564003,2020801,4/8/2013,5/7/2013,5/29/2013,5/29/2013,5/29/2013,0.15
866312,101086,220470,401021,3565003,2021360,1/19/2014,2/11/2014,3/9/2014,3/9/2014,3/9/2014,0
866553,101031,230549,401035,3566006,2021924,7/15/2014,8/6/2014,8/23/2014,8/23/2014,8/24/2014,0
866783,101103,210125,401004,3567003,2022491,3/11/2013,3/27/2013,4/11/2013,4/11/2013,4/11/2013,0
867039,101155,210200,401049,3568008,2023067,12/15/2013,12/25/2013,1/6/2014,1/6/2014,1/6/2014,0.15
867521,101031,230583,401035,3570010,2024194,3/27/2013,4/1/2013,4/20/2013,4/20/2013,4/20/2013,0
867757,101159,210204,401061,3571010,2024761,11/3/2013,11/25/2013,12/26/2013,12/26/2013,12/26/2013,0
868015,101034,230645,401032,3572007,2025332,5/28/2013,5/28/2013,7/7/2013,7/7/2013,7/7/2013,0
868740,101073,230738,401020,3575009,2027031,8/6/2013,8/18/2013,9/23/2013,9/23/2013,9/27/2013,0
868982,101069,230668,401023,3576003,2027593,3/11/2013,4/7/2013,5/1/2013,5/1/2013,5/1/2013,0
869215,101090,230856,401059,3577009,2028160,10/23/2014,11/10/2014,11/19/2014,11/19/2014,11/21/2014,0
869462,101082,220453,401030,3578008,2028727,11/18/2014,11/22/2014,12/14/2014,12/14/2014,12/14/2014,0
869708,101027,210036,401028,3579009,2029294,9/6/2014,9/25/2014,11/4/2014,11/4/2014,11/4/2014,0.15
870200,101185,210241,401043,3581002,2030431,8/15/2013,9/3/2013,9/30/2013,9/30/2013,9/30/2013,0
870676,101031,230575,401035,3583004,2031563,7/18/2013,7/28/2013,9/4/2013,9/4/2013,9/4/2013,0
870930,101082,220451,401030,3584001,2032130,11/28/2013,12/18/2013,1/25/2014,1/25/2014,1/25/2014,0.15
871167,101070,220438,401057,3585005,2032708,7/16/2013,7/26/2013,8/16/2013,8/16/2013,8/16/2013,0.07
871401,101069,230693,401023,3586001,2033270,7/11/2013,7/11/2013,8/4/2013,8/4/2013,8/4/2013,0.15
871652,101090,230831,401059,3587006,2033835,8/1/2014,8/27/2014,9/19/2014,9/19/2014,9/19/2014,0
871904,101111,210135,401019,3588001,2034406,9/15/2014,10/4/2014,11/14/2014,11/14/2014,11/14/2014,0
872133,101034,230610,401032,3589007,2034976,9/10/2014,9/10/2014,9/14/2014,9/14/2014,9/14/2014,0.15
872382,101002,220275,401036,3590005,2035535,5/24/2014,6/6/2014,6/13/2014,6/13/2014,6/13/2014,0.15
872632,101033,220341,401021,3591004,2036101,9/28/2014,10/26/2014,10/29/2014,10/29/2014,10/29/2014,0
872864,101072,210088,401043,3592003,2036672,3/23/2014,4/15/2014,5/5/2014,5/5/2014,5/5/2014,0
873111,101069,230685,401023,3593005,2037237,11/1/2014,11/21/2014,11/28/2014,11/28/2014,11/28/2014,0
873358,101119,210145,401052,3594005,2037804,2/15/2014,2/25/2014,3/2/2014,3/2/2014,3/2/2014,0
873602,101004,220289,401030,3595003,2038373,2/4/2013,2/5/2013,2/15/2013,2/15/2013,2/15/2013,0
873845,101004,220292,401030,3596010,2038941,5/31/2014,6/19/2014,7/4/2014,7/11/2014,7/11/2014,0
874076,101031,230581,401035,3597001,2039502,7/22/2014,8/1/2014,9/7/2014,9/7/2014,9/7/2014,0
874315,101090,230872,401059,3598003,2040071,6/16/2013,6/29/2013,7/5/2013,7/5/2013,7/5/2013,0
874810,101181,210235,401055,3600004,2041208,3/8/2013,3/29/2013,4/2/2013,4/2/2013,4/2/2013,0
875047,101085,230781,401044,3601008,2041769,8/29/2013,9/24/2013,10/21/2013,10/21/2013,10/21/2013,0
875295,101073,230704,401020,3602007,2042346,9/12/2014,10/11/2014,11/16/2014,11/16/2014,11/16/2014,0
875537,101082,220456,401030,3603006,2042909,9/12/2013,10/2/2013,11/10/2013,11/10/2013,11/10/2013,0
875780,101034,230646,401032,3604001,2043477,11/18/2014,12/10/2014,12/21/2014,12/21/2014,12/21/2014,0
876019,101112,210137,401046,3605002,2044045,2/13/2014,3/1/2014,3/28/2014,3/28/2014,3/28/2014,0
876272,101038,220388,401048,3606001,2044613,4/4/2014,4/29/2014,5/14/2014,5/14/2014,5/14/2014,0
876507,101034,230610,401032,3607002,2045177,12/2/2013,12/17/2013,12/22/2013,12/22/2013,12/22/2013,0.15
876748,101085,230800,401044,3608010,2045745,6/18/2013,7/9/2013,8/7/2013,8/7/2013,8/9/2013,0.15
877004,101199,210261,401049,3609003,2046305,8/25/2013,9/12/2013,9/19/2013,9/19/2013,9/19/2013,0.15
877236,101031,230574,401035,3610006,2046881,1/17/2013,1/30/2013,2/26/2013,2/26/2013,2/26/2013,0
877475,101073,230715,401020,3611006,2047446,8/19/2013,9/5/2013,9/14/2013,9/14/2013,9/14/2013,0
878212,101121,210148,401004,3614006,2049150,7/24/2014,8/8/2014,9/11/2014,9/11/2014,9/11/2014,0
878451,101131,210164,401028,3615006,2049709,4/11/2014,4/30/2014,5/2/2014,5/2/2014,5/2/2014,0
878950,101101,210120,401034,3617009,2050846,4/16/2013,5/10/2013,5/20/2013,5/20/2013,5/20/2013,0.15
879180,101100,210119,401034,3618006,2051415,2/9/2014,3/3/2014,3/14/2014,3/14/2014,3/14/2014,0
879420,101149,210191,401016,3619008,2051979,6/20/2014,6/28/2014,7/13/2014,7/13/2014,7/13/2014,0
879664,101177,210230,401031,3620003,2052543,7/18/2013,7/23/2013,9/3/2013,9/3/2013,9/7/2013,0
879912,101073,230752,401020,3621010,2053120,10/6/2013,10/23/2013,10/29/2013,10/29/2013,10/29/2013,0
880152,101142,210182,401019,3622005,2053681,6/14/2014,6/23/2014,7/1/2014,7/1/2014,7/1/2014,0
880392,101086,220477,401021,3623004,2054251,12/30/2013,1/21/2014,1/31/2014,1/31/2014,1/31/2014,0
880639,101030,220333,401021,3624007,2054819,3/6/2013,3/18/2013,4/18/2013,4/22/2013,4/22/2013,0
880881,101085,230776,401044,3625010,2055381,11/30/2013,12/10/2013,12/30/2013,12/30/2013,12/30/2013,0
881615,101073,230711,401020,3628002,2057080,4/6/2014,4/30/2014,5/22/2014,5/22/2014,5/22/2014,0
881861,101073,230753,401020,3629008,2057648,8/22/2014,9/16/2014,10/6/2014,10/6/2014,10/6/2014,0
882099,101004,220301,401030,3630007,2058223,2/12/2014,2/21/2014,3/19/2014,3/19/2014,3/19/2014,0.15
